path,categories,uz,total_hits,ext
dataset0/page_243.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/363645_original.jpg,{},нет признаков,0,jpg
dataset0/page_71.html,{},нет признаков,0,html
dataset0/page_336.html,{},нет признаков,0,html
dataset0/357732_original.jpg,{},нет признаков,0,jpg
dataset0/896838_800.png,{},нет признаков,0,png
dataset0/page_196.html,{},нет признаков,0,html
dataset0/377052_original.jpg,{},нет признаков,0,jpg
dataset0/page_168.html,{},нет признаков,0,html
dataset0/old-historic-photos-67bed8d3cfc24__700.jpg,{},нет признаков,0,jpg
dataset0/95610813-14438121-image-a-71_1740583803203.jpg,{},нет признаков,0,jpg
dataset0/3559805_original.jpg,{},нет признаков,0,jpg
dataset0/page_416.html,{},нет признаков,0,html
dataset0/11734_900.jpg,{},нет признаков,0,jpg
dataset0/page_209.html,{},нет признаков,0,html
dataset0/page_11.html,{},нет признаков,0,html
dataset0/14441016_original.jpg,{},нет признаков,0,jpg
dataset0/365615_original.jpg,{},нет признаков,0,jpg
dataset0/page_413.html,{},нет признаков,0,html
dataset0/page_340.html,{},нет признаков,0,html
dataset0/page_207.html,{},нет признаков,0,html
dataset0/95607439-14438121-image-a-17_1740578923771.jpg,{},нет признаков,0,jpg
dataset0/4463311_original.jpg,{},нет признаков,0,jpg
dataset0/14434214_original.jpg,{},нет признаков,0,jpg
dataset0/page_471.html,{},нет признаков,0,html
dataset0/8844_800.png,{},нет признаков,0,png
dataset0/7644179_original.jpg,{},нет признаков,0,jpg
dataset0/317153_original.png,{},нет признаков,0,png
dataset0/372403_original.jpg,{},нет признаков,0,jpg
dataset0/5650_2000.jpg,{},нет признаков,0,jpg
dataset0/page_205.html,{},нет признаков,0,html
dataset0/891746_800.jpg,{},нет признаков,0,jpg
dataset0/page_24.html,{},нет признаков,0,html
dataset0/4144069_600.jpg,{},нет признаков,0,jpg
dataset0/11389_800.png,{},нет признаков,0,png
dataset0/9931_540.png,{},нет признаков,0,png
dataset0/95612335-14438121-image-a-94_1740585858537.jpg,{},нет признаков,0,jpg
dataset0/page_403.html,{},нет признаков,0,html
dataset0/page_389.html,{},нет признаков,0,html
dataset0/354661_original.jpg,{},нет признаков,0,jpg
dataset0/page_148.html,{},нет признаков,0,html
dataset0/page_350.html,{},нет признаков,0,html
dataset0/page_339.html,{},нет признаков,0,html
dataset0/page_131.html,{},нет признаков,0,html
dataset0/14434890_original.jpg,{},нет признаков,0,jpg
dataset0/page_311.html,{},нет признаков,0,html
dataset0/page_291.html,{},нет признаков,0,html
dataset0/page_301.html,{},нет признаков,0,html
dataset0/5627_900.jpg,{},нет признаков,0,jpg
dataset0/361422_original.jpg,{},нет признаков,0,jpg
dataset0/9773_original.jpg,{},нет признаков,0,jpg
dataset0/126636_800.jpg,{},нет признаков,0,jpg
dataset0/363056_original.jpg,{},нет признаков,0,jpg
dataset0/page_202.html,{},нет признаков,0,html
dataset0/page_10.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/619379_600.png,{},нет признаков,0,png
dataset0/page_238.html,{},нет признаков,0,html
dataset0/page_315.html,{},нет признаков,0,html
dataset0/273077_original.jpg,{},нет признаков,0,jpg
dataset0/page_74.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/logo82x33.png,{},нет признаков,0,png
dataset0/page_466.html,{},нет признаков,0,html
dataset0/1778109_1000.jpg,{},нет признаков,0,jpg
dataset0/15455_900.jpg,{},нет признаков,0,jpg
dataset0/9430_540.png,{},нет признаков,0,png
dataset0/4141490_600.jpg,{},нет признаков,0,jpg
dataset0/374768_original.jpg,{},нет признаков,0,jpg
dataset0/page_174.html,{},нет признаков,0,html
dataset0/page_408.html,{},нет признаков,0,html
dataset0/page_287.html,{},нет признаков,0,html
dataset0/d3fcc44e1a942878dddbb351dbd9a5d9.jpg,{},нет признаков,0,jpg
dataset0/7760_original.jpg,{},нет признаков,0,jpg
dataset0/page_448.html,{},нет признаков,0,html
dataset0/9022_900.jpg,{},нет признаков,0,jpg
dataset0/page_463.html,{},нет признаков,0,html
dataset0/95606433-14438121-image-a-13_1740576442821.jpg,{},нет признаков,0,jpg
dataset0/page_137.html,{},нет признаков,0,html
dataset0/894122_800.jpg,{},нет признаков,0,jpg
dataset0/vk_logo_color_32.png,{},нет признаков,0,png
dataset0/5635_original.png,{},нет признаков,0,png
dataset0/page_46.html,{},нет признаков,0,html
dataset0/0.gif,{},нет признаков,0,gif
dataset0/page_250.html,{},нет признаков,0,html
dataset0/7644560_original.jpg,{},нет признаков,0,jpg
dataset0/262_2000.jpg,{},нет признаков,0,jpg
dataset0/page_223.html,{},нет признаков,0,html
dataset0/page_406.html,{},нет признаков,0,html
dataset0/14434214_600.jpg,{},нет признаков,0,jpg
dataset0/page_180.html,{},нет признаков,0,html
dataset0/page_167.html,{},нет признаков,0,html
dataset0/354324_original.jpg,{},нет признаков,0,jpg
dataset0/331935_original.jpg,{},нет признаков,0,jpg
dataset0/370904_original.jpg,{},нет признаков,0,jpg
dataset0/page_203.html,{},нет признаков,0,html
dataset0/s0r7z1tue7x7re5v3y.jpg,{},нет признаков,0,jpg
dataset0/page_387.html,{},нет признаков,0,html
dataset0/page_414.html,{},нет признаков,0,html
dataset0/12049_900.jpg,{},нет признаков,0,jpg
dataset0/page_422.html,{},нет признаков,0,html
dataset0/7643477_original.jpg,{},нет признаков,0,jpg
dataset0/2445_2000.jpg,{},нет признаков,0,jpg
dataset0/14440115_original.jpg,{},нет признаков,0,jpg
dataset0/bf15bdacb58015847499525ffcabb401.jpg,{},нет признаков,0,jpg
dataset0/26880_800.jpg,{},нет признаков,0,jpg
dataset0/4447_2000.jpg,{},нет признаков,0,jpg
dataset0/125766_800.jpg,{},нет признаков,0,jpg
dataset0/6818_900.jpg,{},нет признаков,0,jpg
dataset0/14435951_original.jpg,{},нет признаков,0,jpg
dataset0/327315_original.jpg,{},нет признаков,0,jpg
dataset0/7641928_original.jpg,{},нет признаков,0,jpg
dataset0/page_88.html,{},нет признаков,0,html
dataset0/891151_original.jpg,{},нет признаков,0,jpg
dataset0/11953_800.jpg,{},нет признаков,0,jpg
dataset0/9596_900.jpg,{},нет признаков,0,jpg
dataset0/page_285.html,{},нет признаков,0,html
dataset0/page_304.html,{},нет признаков,0,html
dataset0/page_170.html,{},нет признаков,0,html
dataset0/page_136.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/620267_original.png,{},нет признаков,0,png
dataset0/427076_1000.jpg,{},нет признаков,0,jpg
dataset0/page_375.html,{},нет признаков,0,html
dataset0/6149_2000.jpg,{},нет признаков,0,jpg
dataset0/4160712_600.jpg,{},нет признаков,0,jpg
dataset0/page_89.html,{},нет признаков,0,html
dataset0/631266_1000.jpg,{},нет признаков,0,jpg
dataset0/page_431.html,{},нет признаков,0,html
dataset0/279050_original.jpg,{},нет признаков,0,jpg
dataset0/page_382.html,{},нет признаков,0,html
dataset0/95607231-14438121-image-a-12_1740578464680.jpg,{},нет признаков,0,jpg
dataset0/895011_original.jpg,{},нет признаков,0,jpg
dataset0/426318_800.jpg,{},нет признаков,0,jpg
dataset0/11003_800.png,{},нет признаков,0,png
dataset0/67883_original.png,{},нет признаков,0,png
dataset0/46444_800.jpg,{},нет признаков,0,jpg
dataset0/fc408a595487f2c954e0fdb8ca8f0b2f.jpg,{},нет признаков,0,jpg
dataset0/14441833_original.jpg,{},нет признаков,0,jpg
dataset0/page_420.html,{},нет признаков,0,html
dataset0/272485_original.jpg,{},нет признаков,0,jpg
dataset0/page_226.html,{},нет признаков,0,html
dataset0/2751791_600.png,{},нет признаков,0,png
dataset0/page_85.html,{},нет признаков,0,html
dataset0/page_237.html,{},нет признаков,0,html
dataset0/1618832160_varnica.jpg,{},нет признаков,0,jpg
dataset0/page_152.html,{},нет признаков,0,html
dataset0/69148_original.png,{},нет признаков,0,png
dataset0/317881_1000.png,{},нет признаков,0,png
dataset0/357900_original.jpg,{},нет признаков,0,jpg
dataset0/page_219.html,{},нет признаков,0,html
dataset0/page_176.html,{},нет признаков,0,html
dataset0/4346249_original.jpg,{},нет признаков,0,jpg
dataset0/95608931-14438121-image-a-60_1740580936889.jpg,{},нет признаков,0,jpg
dataset0/4144133_600.jpg,{},нет признаков,0,jpg
dataset0/95614875-14438121-image-a-111_1740588947961.jpg,{},нет признаков,0,jpg
dataset0/95606431-14438121-This_is_a_delicious_traditional_sweet_using_flour_sugar_spices_b-a-17_1740576465261.jpg,{},нет признаков,0,jpg
dataset0/1783527_800.jpg,{},нет признаков,0,jpg
dataset0/140784_800.png,{},нет признаков,0,png
dataset0/277204_original.jpg,{},нет признаков,0,jpg
dataset0/895859_600.png,{},нет признаков,0,png
dataset0/P1000484.jpg,{},нет признаков,0,jpg
dataset0/page_140.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/186549_800.jpg,{},нет признаков,0,jpg
dataset0/375892_original.jpg,{},нет признаков,0,jpg
dataset0/page_430.html,{},нет признаков,0,html
dataset0/page_269.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/page_29.html,{},нет признаков,0,html
dataset0/page_20.html,{},нет признаков,0,html
dataset0/page_150.html,{},нет признаков,0,html
dataset0/4153239_600.jpg,{},нет признаков,0,jpg
dataset0/419500_1000.jpg,{},нет признаков,0,jpg
dataset0/316782_1000.png,{},нет признаков,0,png
dataset0/619893_600.png,{},нет признаков,0,png
dataset0/page_151.html,{},нет признаков,0,html
dataset0/IMG_4326.jpg,{},нет признаков,0,jpg
dataset0/IMG_8448.jpg,{},нет признаков,0,jpg
dataset0/P1000092_1.jpg,{},нет признаков,0,jpg
dataset0/page_468.html,{},нет признаков,0,html
dataset0/352812_original.jpg,{},нет признаков,0,jpg
dataset0/126804_800.jpg,{},нет признаков,0,jpg
dataset0/350989_original.jpg,{},нет признаков,0,jpg
dataset0/DSCF4182.jpg,{},нет признаков,0,jpg
dataset0/1927646_300.jpg,{},нет признаков,0,jpg
dataset0/621809_540.jpg,{},нет признаков,0,jpg
dataset0/120769_800.png,{},нет признаков,0,png
dataset0/page_12.html,{},нет признаков,0,html
dataset0/page_141.html,{},нет признаков,0,html
dataset0/279696_original.jpg,{},нет признаков,0,jpg
dataset0/633644_1000.jpg,{},нет признаков,0,jpg
dataset0/page_474.html,{},нет признаков,0,html
dataset0/page_261.html,{},нет признаков,0,html
dataset0/136487_1000.png,{},нет признаков,0,png
dataset0/page_159.html,{},нет признаков,0,html
dataset0/page_432.html,{},нет признаков,0,html
dataset0/page_188.html,{},нет признаков,0,html
dataset0/5294_2000.jpg,{},нет признаков,0,jpg
dataset0/84746_760.jpg,{},нет признаков,0,jpg
dataset0/18049_900.jpg,{},нет признаков,0,jpg
dataset0/45545_800.jpg,{},нет признаков,0,jpg
dataset0/31188_800.jpg,{},нет признаков,0,jpg
dataset0/page_44.html,{},нет признаков,0,html
dataset0/18922_900.jpg,{},нет признаков,0,jpg
dataset0/4779_2000.jpg,{},нет признаков,0,jpg
dataset0/95607443-14438121-image-a-19_1740578960890.jpg,{},нет признаков,0,jpg
dataset0/8404_900.jpg,{},нет признаков,0,jpg
dataset0/page_295.html,{},нет признаков,0,html
dataset0/2836674_900.jpg,{},нет признаков,0,jpg
dataset0/126281_800.jpg,{},нет признаков,0,jpg
dataset0/page_363.html,{},нет признаков,0,html
dataset0/page_252.html,{},нет признаков,0,html
dataset0/page_312.html,{},нет признаков,0,html
dataset0/352420_original.jpg,{},нет признаков,0,jpg
dataset0/364408_original.jpg,{},нет признаков,0,jpg
dataset0/54d41044f18911e58b8124d754cd9dd9.jpg,{},нет признаков,0,jpg
dataset0/40642_800.png,{},нет признаков,0,png
dataset0/926386_800.jpg,{},нет признаков,0,jpg
dataset0/620529_original.png,{},нет признаков,0,png
dataset0/page_332.html,{},нет признаков,0,html
dataset0/page_310.html,{},нет признаков,0,html
dataset0/9427_900.jpg,{},нет признаков,0,jpg
dataset0/10261_800.png,{},нет признаков,0,png
dataset0/page_239.html,{},нет признаков,0,html
dataset0/page_298.html,{},нет признаков,0,html
dataset0/332512_original.jpg,{},нет признаков,0,jpg
dataset0/95608049-14438121-image-a-50_1740580238021.jpg,{},нет признаков,0,jpg
dataset0/page_470.html,{},нет признаков,0,html
dataset0/304599_original.jpg,{},нет признаков,0,jpg
dataset0/620529_600.png,{},нет признаков,0,png
dataset0/Vogue.jpg,{},нет признаков,0,jpg
dataset0/page_322.html,{},нет признаков,0,html
dataset0/page_55.html,{},нет признаков,0,html
dataset0/4344668_original.jpg,{},нет признаков,0,jpg
dataset0/page_424.html,{},нет признаков,0,html
dataset0/48003_800.jpg,{},нет признаков,0,jpg
dataset0/374818_original.jpg,{},нет признаков,0,jpg
dataset0/97377_540.png,{},нет признаков,0,png
dataset0/page_77.html,{},нет признаков,0,html
dataset0/I-cI-hyWOi0.png,{},нет признаков,0,png
dataset0/page_321.html,{},нет признаков,0,html
dataset0/page_187.html,{},нет признаков,0,html
dataset0/15268_900.jpg,{},нет признаков,0,jpg
dataset0/page_75.html,{},нет признаков,0,html
dataset0/page_479.html,{},нет признаков,0,html
dataset0/page_124.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/175291_300.jpg,{},нет признаков,0,jpg
dataset0/10177_900.jpg,{},нет признаков,0,jpg
dataset0/723_2000.jpg,{},нет признаков,0,jpg
dataset0/page_184.html,{},нет признаков,0,html
dataset0/page_263.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/page_349.html,{},нет признаков,0,html
dataset0/page_114.html,{},нет признаков,0,html
dataset0/Varvara_Turkestanova.jpg,{},нет признаков,0,jpg
dataset0/118622_800.jpg,{},нет признаков,0,jpg
dataset0/11773_original.jpg,{},нет признаков,0,jpg
dataset0/page_353.html,{},нет признаков,0,html
dataset0/page_191.html,{},нет признаков,0,html
dataset0/193666_800.jpg,{},нет признаков,0,jpg
dataset0/95866987-14464289-image-a-94_1741181232200.jpg,{},нет признаков,0,jpg
dataset0/page_190.html,{},нет признаков,0,html
dataset0/837_2000.jpg,{},нет признаков,0,jpg
dataset0/page_84.html,{},нет признаков,0,html
dataset0/357497_original.jpg,{},нет признаков,0,jpg
dataset0/page_235.html,{},нет признаков,0,html
dataset0/page_357.html,{},нет признаков,0,html
dataset0/95608987-14438121-image-a-65_1740581172614.jpg,{},нет признаков,0,jpg
dataset0/14352258_600.jpg,{},нет признаков,0,jpg
dataset0/2749851_600.jpg,{},нет признаков,0,jpg
dataset0/11875_2000.png,{},нет признаков,0,png
dataset0/page_482.html,{},нет признаков,0,html
dataset0/1778652_original.jpg,{},нет признаков,0,jpg
dataset0/121061_800.png,{},нет признаков,0,png
dataset0/1364_2000.jpg,{},нет признаков,0,jpg
dataset0/page_351.html,{},нет признаков,0,html
dataset0/page_45.html,{},нет признаков,0,html
dataset0/page_48.html,{},нет признаков,0,html
dataset0/12527_900.jpg,{},нет признаков,0,jpg
dataset0/page_109.html,{},нет признаков,0,html
dataset0/page_458.html,{},нет признаков,0,html
dataset0/499062_300.jpg,{},нет признаков,0,jpg
dataset0/7393344_original.jpg,{},нет признаков,0,jpg
dataset0/2757990_600.png,{},нет признаков,0,png
dataset0/6344_900.jpg,{},нет признаков,0,jpg
dataset0/125500_800.jpg,{},нет признаков,0,jpg
dataset0/page_275.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/page_173.html,{},нет признаков,0,html
dataset0/298141_original.jpg,{},нет признаков,0,jpg
dataset0/page_347.html,{},нет признаков,0,html
dataset0/page_314.html,{},нет признаков,0,html
dataset0/309564_original.jpg,{},нет признаков,0,jpg
dataset0/page_120.html,{},нет признаков,0,html
dataset0/3003178_2000.jpg,{},нет признаков,0,jpg
dataset0/page_417.html,{},нет признаков,0,html
dataset0/7974_900.png,{},нет признаков,0,png
dataset0/page_359.html,{},нет признаков,0,html
dataset0/f45d0cbb6926630b546921aaf2a15d73.jpg,{},нет признаков,0,jpg
dataset0/426918_1000.jpg,{},нет признаков,0,jpg
dataset0/page_385.html,{},нет признаков,0,html
dataset0/etiketka_napitka_luzhanskaja_1_g_luzhansk.jpg,{},нет признаков,0,jpg
dataset0/374313_original.jpg,{},нет признаков,0,jpg
dataset0/page_429.html,{},нет признаков,0,html
dataset0/95612089-14438121-The_Prince_and_Princess_of_Wales_during_a_visit_to_Pontypridd_Ma-a-90_1740585554456.jpg,{},нет признаков,0,jpg
dataset0/95607441-14438121-image-a-18_1740578958235.jpg,{},нет признаков,0,jpg
dataset0/14520_900.jpg,{},нет признаков,0,jpg
dataset0/page_162.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/3383_900.jpg,{},нет признаков,0,jpg
dataset0/14442286_original.jpg,{},нет признаков,0,jpg
dataset0/page_386.html,{},нет признаков,0,html
dataset0/371677_original.jpg,{},нет признаков,0,jpg
dataset0/4345502_original.jpg,{},нет признаков,0,jpg
dataset0/17135_900.jpg,{},нет признаков,0,jpg
dataset0/1a4d52da48968941e1b741c67a23b63c.jpg,{},нет признаков,0,jpg
dataset0/39506_2000.png,{},нет признаков,0,png
dataset0/IMG_20190203_185737_814-5c6fd93b5435a__700.jpg,{},нет признаков,0,jpg
dataset0/315536_original.jpg,{},нет признаков,0,jpg
dataset0/page_267.html,{},нет признаков,0,html
dataset0/1786296_800.jpg,{},нет признаков,0,jpg
dataset0/page_126.html,{},нет признаков,0,html
dataset0/322615_original.jpg,{},нет признаков,0,jpg
dataset0/360089_original.jpg,{},нет признаков,0,jpg
dataset0/XqJIoh9Q8MA.jpg,{},нет признаков,0,jpg
dataset0/page_98.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/272820_original.jpg,{},нет признаков,0,jpg
dataset0/page_255.html,{},нет признаков,0,html
dataset0/121369_800.jpg,{},нет признаков,0,jpg
dataset0/page_91.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/page_447.html,{},нет признаков,0,html
dataset0/page_225.html,{},нет признаков,0,html
dataset0/19298_900.jpg,{},нет признаков,0,jpg
dataset0/page_40.html,{},нет признаков,0,html
dataset0/4513677_900.jpg,{},нет признаков,0,jpg
dataset0/page_455.html,{},нет признаков,0,html
dataset0/484_800.jpg,{},нет признаков,0,jpg
dataset0/page_146.html,{},нет признаков,0,html
dataset0/page_86.html,{},нет признаков,0,html
dataset0/page_438.html,{},нет признаков,0,html
dataset0/page_41.html,{},нет признаков,0,html
dataset0/419045_1000.jpg,{},нет признаков,0,jpg
dataset0/1928653_300.jpg,{},нет признаков,0,jpg
dataset0/page_102.html,{},нет признаков,0,html
dataset0/page_426.html,{},нет признаков,0,html
dataset0/269251_original.jpg,{},нет признаков,0,jpg
dataset0/142264_1000.jpg,{},нет признаков,0,jpg
dataset0/346525_original.jpg,{},нет признаков,0,jpg
dataset0/page_3.html,{},нет признаков,0,html
dataset0/page_61.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/page_94.html,{},нет признаков,0,html
dataset0/1462_800.png,{},нет признаков,0,png
dataset0/296727_original.jpg,{},нет признаков,0,jpg
dataset0/page_228.html,{},нет признаков,0,html
dataset0/20198_2000.png,{},нет признаков,0,png
dataset0/125132_800.jpg,{},нет признаков,0,jpg
dataset0/351383_original.jpg,{},нет признаков,0,jpg
dataset0/page_437.html,{},нет признаков,0,html
dataset0/7740_900.png,{},нет признаков,0,png
dataset0/1316633_800.jpg,{},нет признаков,0,jpg
dataset0/33770_1000.jpg,{},нет признаков,0,jpg
dataset0/1066519_1000.png,{},нет признаков,0,png
dataset0/2798_2000.jpg,{},нет признаков,0,jpg
dataset0/page_135.html,{},нет признаков,0,html
dataset0/page_440.html,{},нет признаков,0,html
dataset0/75e04730e60ee7c22e590e647ab7b1f2.jpg,{},нет признаков,0,jpg
dataset0/IMG_9821.jpg,{},нет признаков,0,jpg
dataset0/366646_original.jpg,{},нет признаков,0,jpg
dataset0/6814_2000.jpg,{},нет признаков,0,jpg
dataset0/page_306.html,{},нет признаков,0,html
dataset0/2756832_600.jpg,{},нет признаков,0,jpg
dataset0/page_62.html,{},нет признаков,0,html
dataset0/67643_original.png,{},нет признаков,0,png
dataset0/page_439.html,{},нет признаков,0,html
dataset0/page_391.html,{},нет признаков,0,html
dataset0/page_384.html,{},нет признаков,0,html
dataset0/14436850_original.jpg,{},нет признаков,0,jpg
dataset0/page_323.html,{},нет признаков,0,html
dataset0/2538_original.jpg,{},нет признаков,0,jpg
dataset0/page_325.html,{},нет признаков,0,html
dataset0/page_342.html,{},нет признаков,0,html
dataset0/47136_800.jpg,{},нет признаков,0,jpg
dataset0/13076_900.jpg,{},нет признаков,0,jpg
dataset0/14437967_original.jpg,{},нет признаков,0,jpg
dataset0/39277_1000.png,{},нет признаков,0,png
dataset0/365108_original.jpg,{},нет признаков,0,jpg
dataset0/95888787-14466397-image-a-23_1741214635488.jpg,{},нет признаков,0,jpg
dataset0/143984_800.jpg,{},нет признаков,0,jpg
dataset0/121337_original.jpg,{},нет признаков,0,jpg
dataset0/page_192.html,{},нет признаков,0,html
dataset0/page_392.html,{},нет признаков,0,html
dataset0/17318_original.png,{},нет признаков,0,png
dataset0/119308_800.png,{},нет признаков,0,png
dataset0/page_446.html,{},нет признаков,0,html
dataset0/896095_600.png,{},нет признаков,0,png
dataset0/page_195.html,{},нет признаков,0,html
dataset0/page_142.html,{},нет признаков,0,html
dataset0/376250_original.jpg,{},нет признаков,0,jpg
dataset0/14458860_original.jpg,{},нет признаков,0,jpg
dataset0/14439848_original.jpg,{},нет признаков,0,jpg
dataset0/14443021_600.jpg,{},нет признаков,0,jpg
dataset0/page_464.html,{},нет признаков,0,html
dataset0/2753362_600.png,{},нет признаков,0,png
dataset0/1eec4933d232bd5acd2f272556d9d50d.jpg,{},нет признаков,0,jpg
dataset0/IMG_20190107_005737_995-5c6fd9fac53e1__700.jpg,{},нет признаков,0,jpg
dataset0/page_54.html,{},нет признаков,0,html
dataset0/276740_original.jpg,{},нет признаков,0,jpg
dataset0/357236_original.jpg,{},нет признаков,0,jpg
dataset0/143166_1000.jpg,{},нет признаков,0,jpg
dataset0/9964_900.jpg,{},нет признаков,0,jpg
dataset0/4458886_original.jpg,{},нет признаков,0,jpg
dataset0/122982_800.jpg,{},нет признаков,0,jpg
dataset0/95612757-14438121-image-a-104_1740586121959.jpg,{},нет признаков,0,jpg
dataset0/page_362.html,{},нет признаков,0,html
dataset0/18677_900.jpg,{},нет признаков,0,jpg
dataset0/609761_540.jpg,{},нет признаков,0,jpg
dataset0/52043990928_2b726f3fe4_z.jpg,{},нет признаков,0,jpg
dataset0/344678_original.jpg,{},нет признаков,0,jpg
dataset0/page_16.html,{},нет признаков,0,html
dataset0/page_154.html,{},нет признаков,0,html
dataset0/1317829_800.jpg,{},нет признаков,0,jpg
dataset0/1061_1000.png,{},нет признаков,0,png
dataset0/456.jpg,{},нет признаков,0,jpg
dataset0/13628_900.jpg,{},нет признаков,0,jpg
dataset0/340529_original.jpg,{},нет признаков,0,jpg
dataset0/16760_original.png,{},нет признаков,0,png
dataset0/4345975_original.jpg,{},нет признаков,0,jpg
dataset0/page_172.html,{},нет признаков,0,html
dataset0/890087_600.jpg,{},нет признаков,0,jpg
dataset0/page_17.html,{},нет признаков,0,html
dataset0/page_354.html,{},нет признаков,0,html
dataset0/page_153.html,{},нет признаков,0,html
dataset0/14437272_original.jpg,{},нет признаков,0,jpg
dataset0/page_258.html,{},нет признаков,0,html
dataset0/userpic-user.png,{},нет признаков,0,png
dataset0/4345096_original.jpg,{},нет признаков,0,jpg
dataset0/359066_original.jpg,{},нет признаков,0,jpg
dataset0/page_177.html,{},нет признаков,0,html
dataset0/1065550_1000.png,{},нет признаков,0,png
dataset0/296156_original.jpg,{},нет признаков,0,jpg
dataset0/page_365.html,{},нет признаков,0,html
dataset0/page_245.html,{},нет признаков,0,html
dataset0/page_221.html,{},нет признаков,0,html
dataset0/page_254.html,{},нет признаков,0,html
dataset0/page_270.html,{},нет признаков,0,html
dataset0/5323_900.jpg,{},нет признаков,0,jpg
dataset0/345238_original.jpg,{},нет признаков,0,jpg
dataset0/page_307.html,{},нет признаков,0,html
dataset0/14438937_original.jpg,{},нет признаков,0,jpg
dataset0/11170946_1000.jpg,{},нет признаков,0,jpg
dataset0/dTxtHF9uF1M.png,{},нет признаков,0,png
dataset0/1783651_800.jpg,{},нет признаков,0,jpg
dataset0/77099_original.jpg,{},нет признаков,0,jpg
dataset0/18425_original.png,{},нет признаков,0,png
dataset0/14438204_original.jpg,{},нет признаков,0,jpg
dataset0/4141654_600.jpg,{},нет признаков,0,jpg
dataset0/page_268.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/11172_original.png,{},нет признаков,0,png
dataset0/page_398.html,{},нет признаков,0,html
dataset0/d62b6e56b47dfb4a31ced6596bf2af56.jpg,{},нет признаков,0,jpg
dataset0/37059_800.jpg,{},нет признаков,0,jpg
dataset0/page_1.html,{},нет признаков,0,html
dataset0/11418_900.jpg,{},нет признаков,0,jpg
dataset0/page_147.html,{},нет признаков,0,html
dataset0/0_cfd27_ad5e0b81_XXL.jpg,{},нет признаков,0,jpg
dataset0/page_355.html,{},нет признаков,0,html
dataset0/95610783-14438121-Pictured_The_Princess_of_Wales_greeting_well_wishers_during_a_vi-a-70_1740583786824.jpg,{},нет признаков,0,jpg
dataset0/334292_original.jpg,{},нет признаков,0,jpg
dataset0/12922_900.jpg,{},нет признаков,0,jpg
dataset0/272365_original.jpg,{},нет признаков,0,jpg
dataset0/page_338.html,{},нет признаков,0,html
dataset0/14436998_original.jpg,{},нет признаков,0,jpg
dataset0/95612087-14438121-image-a-84_1740585228444.jpg,{},нет признаков,0,jpg
dataset0/1156655_800.jpg,{},нет признаков,0,jpg
dataset0/101f2a672991992f5274e7a903ef2aa8.jpg,{},нет признаков,0,jpg
dataset0/255892_original.jpg,{},нет признаков,0,jpg
dataset0/346261_original.jpg,{},нет признаков,0,jpg
dataset0/page_130.html,{},нет признаков,0,html
dataset0/859516_800.jpg,{},нет признаков,0,jpg
dataset0/68586_original.png,{},нет признаков,0,png
dataset0/302498_original.jpg,{},нет признаков,0,jpg
dataset0/page_282.html,{},нет признаков,0,html
dataset0/page_380.html,{},нет признаков,0,html
dataset0/8816_800.png,{},нет признаков,0,png
dataset0/376480_original.jpg,{},нет признаков,0,jpg
dataset0/10712_900.jpg,{},нет признаков,0,jpg
dataset0/120431_original.png,{},нет признаков,0,png
dataset0/14039_900.jpg,{},нет признаков,0,jpg
dataset0/page_65.html,{},нет признаков,0,html
dataset0/page_373.html,{},нет признаков,0,html
dataset0/324944_1000.png,{},нет признаков,0,png
dataset0/page_260.html,{},нет признаков,0,html
dataset0/page_129.html,{},нет признаков,0,html
dataset0/14434750_original.jpg,{},нет признаков,0,jpg
dataset0/page_2.html,{},нет признаков,0,html
dataset0/95608935-14438121-image-a-61_1740580940608.jpg,{},нет признаков,0,jpg
dataset0/14424346_original.jpg,{},нет признаков,0,jpg
dataset0/121909_original.png,{},нет признаков,0,png
dataset0/95606373-14438121-They_arrived_by_train-a-26_1740576632233.jpg,{},нет признаков,0,jpg
dataset0/.ipynb_checkpoints/8816_800-checkpoint.png,{},нет признаков,0,png
dataset0/.ipynb_checkpoints/0_cfd27_ad5e0b81_XXL-checkpoint.jpg,{},нет признаков,0,jpg
dataset3/protokol_18.pdf,{},нет признаков,0,pdf
dataset3/p13-od-2015.pdf,{},нет признаков,0,pdf
dataset3/ОС_11.05.02.pdf,{},нет признаков,0,pdf
dataset3/ry_ino.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset3/edu_directory_pd_partner_list.pdf,{},нет признаков,0,pdf
dataset3/5.9.6_sp.pdf,"{""обычные"": 5, ""платёжные"": 1}",УЗ-2,6,pdf
dataset3/1.2.2_mat_mod.pdf,"{""обычные"": 1, ""специальные"": 1}",УЗ-1,2,pdf
